Sept. 5, 2019   16:23:18
-0.067, 2.270e-6
-0.069, 2.277e-6
-0.071, 2.286e-6
-0.073, 2.291e-6
-0.075, 2.299e-6
-0.077, 2.303e-6
-0.079, 2.312e-6
-0.081, 2.319e-6
-0.083, 2.327e-6
-0.085, 2.333e-6
-0.087, 2.342e-6
-0.089, 2.349e-6
-0.091, 2.354e-6
-0.093, 2.361e-6
-0.095, 2.370e-6
-0.097, 2.378e-6
-0.099, 2.386e-6
-0.101, 2.393e-6
-0.103, 2.401e-6
-0.105, 2.409e-6
-0.107, 2.416e-6
-0.109, 2.425e-6
-0.111, 2.435e-6
-0.113, 2.444e-6
-0.115, 2.450e-6
-0.117, 2.458e-6
-0.119, 2.468e-6
-0.121, 2.480e-6
-0.123, 2.486e-6
-0.125, 2.495e-6
-0.127, 2.507e-6
-0.129, 2.513e-6
-0.131, 2.525e-6
-0.133, 2.533e-6
-0.135, 2.544e-6
-0.137, 2.554e-6
-0.139, 2.564e-6
-0.141, 2.574e-6
-0.143, 2.585e-6
-0.145, 2.597e-6
-0.147, 2.609e-6
-0.149, 2.622e-6
-0.151, 2.632e-6
-0.153, 2.645e-6
-0.155, 2.655e-6
-0.157, 2.668e-6
-0.159, 2.683e-6
-0.161, 2.695e-6
-0.163, 2.710e-6
-0.165, 2.725e-6
-0.167, 2.738e-6
-0.169, 2.754e-6
-0.171, 2.765e-6
-0.173, 2.777e-6
-0.175, 2.792e-6
-0.177, 2.809e-6
-0.179, 2.824e-6
-0.181, 2.837e-6
-0.183, 2.856e-6
-0.185, 2.873e-6
-0.187, 2.891e-6
-0.189, 2.908e-6
-0.191, 2.927e-6
-0.193, 2.946e-6
-0.195, 2.963e-6
-0.197, 2.986e-6
-0.199, 3.006e-6
